"units","objectType","objects","OID","status","index","ID","objectFullName","defval","objectSyntax","description","maxAccess","augments","reference","objectName","parent","module"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.2","current","","2","NET-SNMP-AGENT-MIB::nsmRegistrationPoint","","OBJECT IDENTIFIER","""The registry OID of a mib module.""","not-accessible","","","nsmRegistrationPoint","nsModuleEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.3","current","","3","NET-SNMP-AGENT-MIB::nsmRegistrationPriority","","INTEGER (-2147483648..2147483647)","""The priority of the registered mib module.""","not-accessible","","","nsmRegistrationPriority","nsModuleEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.4","current","","4","NET-SNMP-AGENT-MIB::nsModuleName","","DisplayString","""The module name that registered this OID.""","read-only","","","nsModuleName","nsModuleEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.5","current","","5","NET-SNMP-AGENT-MIB::nsModuleModes","","BITS { getAndGetNext(0), set(1), getBulk(2) }","""The modes that the particular lower level handler can cope with directly.""","read-only","","","nsModuleModes","nsModuleEntry","NET-SNMP-AGENT-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.2.1.1.6","current","","6","NET-SNMP-AGENT-MIB::nsModuleTimeout","","Integer32","""The registered timeout. This is only meaningful for handlers that expect to return results at a later date (subagents, etc)""","read-only","","","nsModuleTimeout","nsModuleEntry","NET-SNMP-AGENT-MIB"
"","NOTIFICATION-TYPE","","1.3.6.1.4.1.8072.4.0.1","current","","1","NET-SNMP-AGENT-MIB::nsNotifyStart","","","""An indication that the agent has started running.""","","","","nsNotifyStart","netSnmpNotifications","NET-SNMP-AGENT-MIB"
"","NOTIFICATION-TYPE","","1.3.6.1.4.1.8072.4.0.2","current","","2","NET-SNMP-AGENT-MIB::nsNotifyShutdown","","","""An indication that the agent is in the process of being shut down.""","","","","nsNotifyShutdown","netSnmpNotifications","NET-SNMP-AGENT-MIB"
"","NOTIFICATION-TYPE","","1.3.6.1.4.1.8072.4.0.3","current","","3","NET-SNMP-AGENT-MIB::nsNotifyRestart","","","""An indication that the agent has been restarted. This does not imply anything about whether the configuration has changed or not (unlike the standard coldStart or warmStart traps)""","","","","nsNotifyRestart","netSnmpNotifications","NET-SNMP-AGENT-MIB"
"","OBJECT-GROUP","{ nsModuleName, nsModuleModes, nsModuleTimeout }","1.3.6.1.4.1.8072.5.2.2","current","","2","NET-SNMP-AGENT-MIB::nsModuleGroup","","","""The objects relating to the list of MIB modules registered with the Net-SNMP agent.""","","","","nsModuleGroup","netSnmpGroups","NET-SNMP-AGENT-MIB"
"","OBJECT-GROUP","{ nsCacheDefaultTimeout, nsCacheEnabled, nsCacheTimeout, nsCacheStatus }","1.3.6.1.4.1.8072.5.2.4","current","","4","NET-SNMP-AGENT-MIB::nsCacheGroup","","","""The objects relating to data caching in the Net-SNMP agent.""","","","","nsCacheGroup","netSnmpGroups","NET-SNMP-AGENT-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.5.2.7","","","7","NET-SNMP-AGENT-MIB::nsConfigGroups","","","","","","","nsConfigGroups","netSnmpGroups","NET-SNMP-AGENT-MIB"
"","OBJECT-GROUP","{ nsDebugEnabled, nsDebugOutputAll, nsDebugDumpPdu, nsDebugTokenStatus }","1.3.6.1.4.1.8072.5.2.7.1","current","","1","NET-SNMP-AGENT-MIB::nsDebugGroup","","","""The objects relating to debug configuration in the Net-SNMP agent.""","","","","nsDebugGroup","nsConfigGroups","NET-SNMP-AGENT-MIB"
"","OBJECT-GROUP","{ nsLogType, nsLogMaxLevel, nsLogStatus }","1.3.6.1.4.1.8072.5.2.7.2","current","","2","NET-SNMP-AGENT-MIB::nsLoggingGroup","","","""The objects relating to logging configuration in the Net-SNMP agent.""","","","","nsLoggingGroup","nsConfigGroups","NET-SNMP-AGENT-MIB"
"","OBJECT-GROUP","{ nsTransactionMode }","1.3.6.1.4.1.8072.5.2.8","current","","8","NET-SNMP-AGENT-MIB::nsTransactionGroup","","","""The objects relating to transaction monitoring in the Net-SNMP agent.""","","","","nsTransactionGroup","netSnmpGroups","NET-SNMP-AGENT-MIB"
"","NOTIFICATION-GROUP","{ nsNotifyStart, nsNotifyShutdown, nsNotifyRestart }","1.3.6.1.4.1.8072.5.2.9","current","","9","NET-SNMP-AGENT-MIB::nsAgentNotifyGroup","","","""The notifications relating to the basic operation of the Net-SNMP agent.""","","","","nsAgentNotifyGroup","netSnmpGroups","NET-SNMP-AGENT-MIB"
"","IMPORT","{ MODULE-IDENTITY,OBJECT-TYPE,Integer32,NOTIFICATION-TYPE }","","","","","NET-SNMP-EXAMPLES-MIB::","","","Objects imported from Module: SNMPv2-SMI","","","","SNMPv2-SMI","","NET-SNMP-EXAMPLES-MIB"
"","IMPORT","{ nsExtensions }","","","","","NET-SNMP-EXTEND-MIB::","","","Objects imported from Module: NET-SNMP-AGENT-MIB","","","","NET-SNMP-AGENT-MIB","","NET-SNMP-EXTEND-MIB"
"","MODULE-IDENTITY","","1.3.6.1.4.1.8072.1.3.1","","","1","NET-SNMP-EXTEND-MIB::netSnmpExtendMIB","","","""Defines a framework for scripted extensions for the Net-SNMP agent.""","","","","netSnmpExtendMIB","nsExtensions","NET-SNMP-EXTEND-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.3.2","","","2","NET-SNMP-EXTEND-MIB::nsExtendObjects","","","","","","","nsExtendObjects","nsExtensions","NET-SNMP-EXTEND-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.4.1.8072.1.3.3","","","3","NET-SNMP-EXTEND-MIB::nsExtendGroups","","","","","","","nsExtendGroups","nsExtensions","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendNumEntries","","INTEGER","""The number of rows in the nsExtendConfigTable""","read-only","","","nsExtendNumEntries","nsExtendObjects","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2","current","","2","NET-SNMP-EXTEND-MIB::nsExtendConfigTable","","SEQUENCE OF NsExtendConfigEntry","""A table of scripted extensions - configuration and (basic) output.""","not-accessible","","","nsExtendConfigTable","nsExtendObjects","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1","current","{ nsExtendToken }","1","NET-SNMP-EXTEND-MIB::nsExtendConfigEntry","","NsExtendConfigEntry","""A conceptual row within the extension table.""","not-accessible","","","nsExtendConfigEntry","nsExtendConfigTable","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendToken","","DisplayString","""An arbitrary token to identify this extension entry""","not-accessible","","","nsExtendToken","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.2","current","","2","NET-SNMP-EXTEND-MIB::nsExtendCommand","","DisplayString","""The full path of the command binary (or script) to run""","read-create","","","nsExtendCommand","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.3","current","","3","NET-SNMP-EXTEND-MIB::nsExtendArgs","{ ''H }","DisplayString","""Any command-line arguments for the command""","read-create","","","nsExtendArgs","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.4","current","","4","NET-SNMP-EXTEND-MIB::nsExtendInput","{ ''H }","DisplayString","""The standard input for the command""","read-create","","","nsExtendInput","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.5","current","","5","NET-SNMP-EXTEND-MIB::nsExtendCacheTime","{ 5 }","INTEGER","""The length of time for which the output of this command will be cached. During this time, retrieving the output-related values will not reinvoke the command. A value of -1 indicates that the output results should not be cached at all, and retrieving each individual output-related value will invoke the command afresh.""","read-create","","","nsExtendCacheTime","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.6","current","","6","NET-SNMP-EXTEND-MIB::nsExtendExecType","{ exec }","INTEGER { exec (1), shell (2) }","""The mechanism used to invoke the command.""","read-create","","","nsExtendExecType","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.7","current","","7","NET-SNMP-EXTEND-MIB::nsExtendRunType","{ run-on-read }","INTEGER { run-on-read (1), run-on-set (2), run-command (3) }","""Used to implement 'push-button' command invocation. The command for a 'run-on-read' entry will be invoked whenever one of the corresponding output-related instances is requested (and assuming the cached value is not still current). The command for a 'run-on-set' entry will only be invoked on receipt of a SET assignment for this object with the value 'run-command'. Reading an instance of this object will always return either 'run-on-read' or 'run-on-set'.""","read-create","","","nsExtendRunType","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.20","current","","20","NET-SNMP-EXTEND-MIB::nsExtendStorage","{ volatile }","StorageType","""The storage type for this conceptual row.""","read-create","","","nsExtendStorage","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.2.1.21","current","","21","NET-SNMP-EXTEND-MIB::nsExtendStatus","","RowStatus","""Used to create new rows in the table, in the standard manner. Note that is valid for an instance to be left with the value notInService(2) indefinitely - i.e. the meaning of 'abnormally long' (see RFC 2579, RowStatus) for this table is infinite.""","read-create","","","nsExtendStatus","nsExtendConfigEntry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3","current","","3","NET-SNMP-EXTEND-MIB::nsExtendOutput1Table","","SEQUENCE OF NsExtendOutput1Entry","""A table of scripted extensions - configuration and (basic) output.""","not-accessible","","","nsExtendOutput1Table","nsExtendObjects","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendOutput1Entry","","NsExtendOutput1Entry","""A conceptual row within the extension table.""","not-accessible","{ nsExtendConfigEntry }","","nsExtendOutput1Entry","nsExtendOutput1Table","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3.1.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendOutput1Line","","DisplayString","""The first line of output from the command""","read-only","","","nsExtendOutput1Line","nsExtendOutput1Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3.1.2","current","","2","NET-SNMP-EXTEND-MIB::nsExtendOutputFull","","DisplayString","""The full output from the command, as a single string""","read-only","","","nsExtendOutputFull","nsExtendOutput1Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3.1.3","current","","3","NET-SNMP-EXTEND-MIB::nsExtendOutNumLines","","Integer32","""The number of lines of output (and hence the number of rows in nsExtendOutputTable relating to this particular entry).""","read-only","","","nsExtendOutNumLines","nsExtendOutput1Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.3.1.4","current","","4","NET-SNMP-EXTEND-MIB::nsExtendResult","","Integer32","""The return value of the command.""","read-only","","","nsExtendResult","nsExtendOutput1Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.4","current","","4","NET-SNMP-EXTEND-MIB::nsExtendOutput2Table","","SEQUENCE OF NsExtendOutput2Entry","""A table of (line-based) output from scripted extensions.""","not-accessible","","","nsExtendOutput2Table","nsExtendObjects","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.4.1","current","{ nsExtendToken, nsExtendLineIndex }","1","NET-SNMP-EXTEND-MIB::nsExtendOutput2Entry","","NsExtendOutput2Entry","""A conceptual row within the line-based output table.""","not-accessible","","","nsExtendOutput2Entry","nsExtendOutput2Table","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.4.1.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendLineIndex","","INTEGER(1..1024)","""The index of this line of output. For a given nsExtendToken, this will run from 1 to the corresponding value of nsExtendNumLines.""","not-accessible","","","nsExtendLineIndex","nsExtendOutput2Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.3.2.4.1.2","current","","2","NET-SNMP-EXTEND-MIB::nsExtendOutLine","","DisplayString","""A single line of output from the extension command.""","read-only","","","nsExtendOutLine","nsExtendOutput2Entry","NET-SNMP-EXTEND-MIB"
"","OBJECT-GROUP","{ nsExtendCommand, nsExtendArgs, nsExtendInput, nsExtendCacheTime, nsExtendExecType, nsExtendRunType, nsExtendStorage, nsExtendStatus, nsExtendNumEntries }","1.3.6.1.4.1.8072.1.3.3.1","current","","1","NET-SNMP-EXTEND-MIB::nsExtendConfigGroup","","","""Objects relating to the configuration of extension commands.""","","","","nsExtendConfigGroup","nsExtendGroups","NET-SNMP-EXTEND-MIB"
"","OBJECT-GROUP","{ nsExtendOutNumLines, nsExtendResult, nsExtendOutLine, nsExtendOutput1Line, nsExtendOutputFull }","1.3.6.1.4.1.8072.1.3.3.2","current","","2","NET-SNMP-EXTEND-MIB::nsExtendOutputGroup","","","""Objects relating to the output of extension commands.""","","","","nsExtendOutputGroup","nsExtendGroups","NET-SNMP-EXTEND-MIB"
"","IMPORT","{ SnmpAdminString }","","","","","NET-SNMP-VACM-MIB::","","","Objects imported from Module: SNMP-FRAMEWORK-MIB","","","","SNMP-FRAMEWORK-MIB","","NET-SNMP-VACM-MIB"
"","MODULE-IDENTITY","","1.3.6.1.4.1.8072.1.9","","","9","NET-SNMP-VACM-MIB::netSnmpVacmMIB","","","""Defines Net-SNMP extensions to the standard VACM view table.""","","","","netSnmpVacmMIB","netSnmpObjects","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1","current","","1","NET-SNMP-VACM-MIB::nsVacmAccessTable","","SEQUENCE OF NsVacmAccessEntry","""Net-SNMP extensions to vacmAccessTable.""","not-accessible","","","nsVacmAccessTable","netSnmpVacmMIB","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1","current","{ vacmGroupName, vacmAccessContextPrefix, vacmAccessSecurityModel, vacmAccessSecurityLevel, nsVacmAuthType }","1","NET-SNMP-VACM-MIB::nsVacmAccessEntry","","NsVacmAccessEntry","""Net-SNMP extensions to vacmAccessTable.""","not-accessible","","","nsVacmAccessEntry","nsVacmAccessTable","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1.1","current","","1","NET-SNMP-VACM-MIB::nsVacmAuthType","","SnmpAdminString (SIZE(0..32))","""The type of processing that the specified view should be applied to. See 'snmpd.conf(5)' and 'snmptrapd.conf(5)' for details.""","not-accessible","","","nsVacmAuthType","nsVacmAccessEntry","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1.2","current","","2","NET-SNMP-VACM-MIB::nsVacmContextMatch","{ exact }","INTEGER { exact (1), prefix (2) }","""If the value of this object is exact(1), then all rows where the contextName exactly matches vacmAccessContextPrefix are selected. If the value of this object is prefix(2), then all rows where the contextName whose starting octets exactly match vacmAccessContextPrefix are selected. This allows for a simple form of wildcarding. The value of this object should be consistent across all nsVacmAccessEntries corresponding to a single row of the vacmAccessTable.""","read-create","","","nsVacmContextMatch","nsVacmAccessEntry","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1.3","current","","3","NET-SNMP-VACM-MIB::nsVacmViewName","{ ''H }","SnmpAdminString (SIZE(0..32))","""The MIB view authorised for the appropriate style of processing (as indicated by nsVacmToken). The interpretation of this value is the same as for the standard VACM ViewName objects.""","read-create","","","nsVacmViewName","nsVacmAccessEntry","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1.4","current","","4","NET-SNMP-VACM-MIB::nsVacmStorageType","{ nonVolatile }","StorageType","""The storage type for this (group of) conceptual rows. Conceptual rows having the value 'permanent' need not allow write-access to any columnar objects in the row. The value of this object should be consistent across all nsVacmAccessEntries corresponding to a single row of the vacmAccessTable.""","read-create","","","nsVacmStorageType","nsVacmAccessEntry","NET-SNMP-VACM-MIB"
"","OBJECT-TYPE","","1.3.6.1.4.1.8072.1.9.1.1.5","current","","5","NET-SNMP-VACM-MIB::nsVacmStatus","","RowStatus","""The status of this (group of) conceptual rows. The RowStatus TC [RFC2579] requires that this DESCRIPTION clause states under which circumstances other objects in this row can be modified: The value of this object has no effect on whether other objects in this conceptual row can be modified. The value of this object should be consistent across all nsVacmAccessEntries corresponding to a single row of the vacmAccessTable.""","read-create","","","nsVacmStatus","nsVacmAccessEntry","NET-SNMP-VACM-MIB"
"","IMPORT","{ OBJECT-TYPE,Counter32,Gauge32,MODULE-IDENTITY,mib-2 }","","","","","NETWORK-SERVICES-MIB::","","","Objects imported from Module: SNMPv2-SMI","","","","SNMPv2-SMI","","NETWORK-SERVICES-MIB"
"","MODULE-IDENTITY","","1.3.6.1.2.1.27","","","27","NETWORK-SERVICES-MIB::application","","","""The MIB module describing network service applications""","","","","application","mib-2","NETWORK-SERVICES-MIB"
"","TEXTUAL-CONVENTION","","","current","","","NETWORK-SERVICES-MIB::DistinguishedName","","OCTET STRING (SIZE (0..255))","""A Distinguished Name represented in accordance with RFC 2253, presented in the UTF-8 charset defined in RFC 2279.""","","","","DistinguishedName","","NETWORK-SERVICES-MIB"
"","TEXTUAL-CONVENTION","","","current","","","NETWORK-SERVICES-MIB::URLString","","OCTET STRING (SIZE (0..255))","""A Uniform Resource Locator represented in accordance with RFCs 1738 and 2368, presented in the NVT ASCII charset defined in RFC 854.""","","","","URLString","","NETWORK-SERVICES-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.27.1","current","","1","NETWORK-SERVICES-MIB::applTable","","SEQUENCE OF ApplEntry","""The table holding objects which apply to all different kinds of applications providing network services. Each network service application capable of being monitored should have a single entry in this table.""","not-accessible","","","applTable","application","NETWORK-SERVICES-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.27.1.1","current","{ applIndex }","1","NETWORK-SERVICES-MIB::applEntry","","ApplEntry","""An entry associated with a single network service application.""","not-accessible","","","applEntry","applTable","NETWORK-SERVICES-MIB"
